resume_id,job_id,all-mpnet-base-v2_score,paraphrase-MiniLM-L6-v2_score,all-MiniLM-L12-v1_score,all-roberta-large-v1_score,bert_base_nli_mean_tokens_score
pdf_resume_2233,Full-stack Developer.txt,0.586,0.538,0.573,0.538,0.832
pdf_resume_2244,Full-stack Developer.txt,0.0,0.0,0.0,0.0,0.658
pdf_resume_225,Full-stack Developer.txt,0.354,0.0,0.226,0.271,0.726
pdf_resume_2251,Full-stack Developer.txt,0.442,0.427,0.349,0.283,0.761
pdf_resume_2257,Full-stack Developer.txt,0.57,0.276,0.505,0.306,0.806
pdf_resume_2258,Full-stack Developer.txt,0.642,0.646,0.633,0.551,0.841
pdf_resume_226,Full-stack Developer.txt,0.507,0.286,0.529,0.443,0.808
pdf_resume_2261,Full-stack Developer.txt,0.482,0.329,0.451,0.336,0.761
pdf_resume_2265,Full-stack Developer.txt,0.32,0.0,0.31,0.236,0.773
pdf_resume_2267,Full-stack Developer.txt,0.762,0.718,0.768,0.68,0.871
pdf_resume_2269,Full-stack Developer.txt,0.391,0.195,0.374,0.364,0.765
pdf_resume_228,Full-stack Developer.txt,0.198,0.135,0.249,0.129,0.73
pdf_resume_2281,Full-stack Developer.txt,0.458,0.116,0.462,0.302,0.774
pdf_resume_2285,Full-stack Developer.txt,0.518,0.255,0.544,0.435,0.804
pdf_resume_2292,Full-stack Developer.txt,0.583,0.37,0.541,0.51,0.808
pdf_resume_2300,Full-stack Developer.txt,0.518,0.455,0.52,0.431,0.791
pdf_resume_2301,Full-stack Developer.txt,0.452,0.364,0.395,0.31,0.803
pdf_resume_2305,Full-stack Developer.txt,0.626,0.626,0.635,0.53,0.855
pdf_resume_2307,Full-stack Developer.txt,0.622,0.606,0.611,0.585,0.84
pdf_resume_2316,Full-stack Developer.txt,0.577,0.317,0.461,0.547,0.783
pdf_resume_2322,Full-stack Developer.txt,0.5,0.48,0.508,0.371,0.801
pdf_resume_2324,Full-stack Developer.txt,0.565,0.471,0.501,0.439,0.811
pdf_resume_2325,Full-stack Developer.txt,0.386,0.212,0.373,0.313,0.793
pdf_resume_2326,Full-stack Developer.txt,0.334,0.134,0.285,0.298,0.737
pdf_resume_2328,Full-stack Developer.txt,0.551,0.525,0.567,0.388,0.795
pdf_resume_2331,Full-stack Developer.txt,0.485,0.512,0.462,0.461,0.842
pdf_resume_2333,Full-stack Developer.txt,0.541,0.329,0.536,0.402,0.748
pdf_resume_2336,Full-stack Developer.txt,0.322,0.141,0.31,0.238,0.778
pdf_resume_2340,Full-stack Developer.txt,0.496,0.541,0.425,0.466,0.804
pdf_resume_2346,Full-stack Developer.txt,0.427,0.381,0.424,0.42,0.821
pdf_resume_2353,Full-stack Developer.txt,0.417,0.318,0.393,0.399,0.794
pdf_resume_2354,Full-stack Developer.txt,0.644,0.549,0.575,0.547,0.852
pdf_resume_2366,Full-stack Developer.txt,0.319,0.212,0.379,0.29,0.796
pdf_resume_2367,Full-stack Developer.txt,0.612,0.534,0.629,0.524,0.836
pdf_resume_2385,Full-stack Developer.txt,0.51,0.393,0.568,0.475,0.824
pdf_resume_2389,Full-stack Developer.txt,0.419,0.421,0.409,0.326,0.805
pdf_resume_2394,Full-stack Developer.txt,0.549,0.311,0.45,0.433,0.781
pdf_resume_2395,Full-stack Developer.txt,0.496,0.537,0.425,0.408,0.804
pdf_resume_2398,Full-stack Developer.txt,0.612,0.366,0.619,0.529,0.815
pdf_resume_2405,Full-stack Developer.txt,0.511,0.437,0.512,0.494,0.864
pdf_resume_241,Full-stack Developer.txt,0.276,0.0,0.334,0.229,0.723
pdf_resume_242,Full-stack Developer.txt,0.46,0.246,0.443,0.363,0.762
pdf_resume_2420,Full-stack Developer.txt,0.427,0.241,0.422,0.384,0.763
pdf_resume_2423,Full-stack Developer.txt,0.526,0.506,0.537,0.429,0.818
pdf_resume_2437,Full-stack Developer.txt,0.509,0.287,0.553,0.465,0.752
pdf_resume_2441,Full-stack Developer.txt,0.297,0.0,0.226,0.153,0.693
pdf_resume_2445,Full-stack Developer.txt,0.594,0.283,0.599,0.466,0.809
pdf_resume_2447,Full-stack Developer.txt,0.589,0.523,0.445,0.462,0.821
pdf_resume_2449,Full-stack Developer.txt,0.67,0.515,0.651,0.559,0.846
pdf_resume_2452,Full-stack Developer.txt,0.603,0.612,0.625,0.516,0.85
pdf_resume_2453,Full-stack Developer.txt,0.504,0.496,0.455,0.436,0.843
pdf_resume_2454,Full-stack Developer.txt,0.296,0.0,0.263,0.155,0.746
pdf_resume_2455,Full-stack Developer.txt,0.576,0.411,0.553,0.481,0.787
pdf_resume_2462,Full-stack Developer.txt,0.331,0.064,0.352,0.237,0.76
pdf_resume_2464,Full-stack Developer.txt,0.651,0.632,0.643,0.56,0.854
pdf_resume_2468,Full-stack Developer.txt,0.419,0.335,0.424,0.467,0.802
pdf_resume_2469,Full-stack Developer.txt,0.353,0.135,0.269,0.257,0.759
pdf_resume_247,Full-stack Developer.txt,0.187,0.169,0.249,0.261,0.675
pdf_resume_2472,Full-stack Developer.txt,0.482,0.292,0.553,0.308,0.786
pdf_resume_2478,Full-stack Developer.txt,0.595,0.583,0.457,0.513,0.841
pdf_resume_2490,Full-stack Developer.txt,0.646,0.456,0.584,0.502,0.843
pdf_resume_2492,Full-stack Developer.txt,0.463,0.366,0.458,0.432,0.781
pdf_resume_2494,Full-stack Developer.txt,0.674,0.584,0.696,0.598,0.852
pdf_resume_2499,Full-stack Developer.txt,0.398,0.233,0.381,0.316,0.811
pdf_resume_2503,Full-stack Developer.txt,0.39,0.071,0.374,0.297,0.762
pdf_resume_2509,Full-stack Developer.txt,0.276,0.0,0.334,0.229,0.75
pdf_resume_2511,Full-stack Developer.txt,0.378,0.212,0.384,0.29,0.807
pdf_resume_2515,Full-stack Developer.txt,0.573,0.584,0.569,0.538,0.805
pdf_resume_2517,Full-stack Developer.txt,0.445,0.212,0.446,0.365,0.807
pdf_resume_2518,Full-stack Developer.txt,0.515,0.274,0.521,0.436,0.835
pdf_resume_2520,Full-stack Developer.txt,0.467,0.376,0.398,0.388,0.866
pdf_resume_2531,Full-stack Developer.txt,0.393,0.169,0.389,0.379,0.792
pdf_resume_2536,Full-stack Developer.txt,0.382,0.121,0.429,0.364,0.776
pdf_resume_2540,Full-stack Developer.txt,0.0,0.061,0.0,0.0,0.634
pdf_resume_2545,Full-stack Developer.txt,0.063,0.0,0.062,0.064,0.671
pdf_resume_2547,Full-stack Developer.txt,0.376,0.358,0.388,0.317,0.807
pdf_resume_255,Full-stack Developer.txt,0.399,0.485,0.392,0.366,0.837
pdf_resume_2550,Full-stack Developer.txt,0.472,0.403,0.448,0.511,0.836
pdf_resume_2554,Full-stack Developer.txt,0.398,0.212,0.381,0.312,0.8
pdf_resume_2560,Full-stack Developer.txt,0.468,0.455,0.54,0.41,0.822
pdf_resume_2561,Full-stack Developer.txt,0.45,0.275,0.53,0.441,0.809
pdf_resume_2563,Full-stack Developer.txt,0.447,0.0,0.439,0.307,0.76
pdf_resume_2564,Full-stack Developer.txt,0.526,0.212,0.521,0.442,0.802
pdf_resume_2567,Full-stack Developer.txt,0.384,0.281,0.381,0.296,0.802
pdf_resume_2569,Full-stack Developer.txt,0.592,0.595,0.64,0.559,0.843
pdf_resume_2570,Full-stack Developer.txt,0.454,0.202,0.365,0.49,0.782
pdf_resume_2571,Full-stack Developer.txt,0.396,0.201,0.314,0.286,0.755
pdf_resume_2572,Full-stack Developer.txt,0.425,0.353,0.296,0.266,0.771
pdf_resume_2578,Full-stack Developer.txt,0.236,0.239,0.295,0.156,0.756
pdf_resume_2583,Full-stack Developer.txt,0.222,0.321,0.244,0.26,0.754
pdf_resume_2587,Full-stack Developer.txt,0.0,0.0,0.0,0.0,0.625
pdf_resume_2589,Full-stack Developer.txt,0.461,0.212,0.529,0.368,0.813
pdf_resume_2592,Full-stack Developer.txt,0.554,0.397,0.479,0.605,0.823
pdf_resume_2593,Full-stack Developer.txt,0.402,0.321,0.396,0.398,0.794
pdf_resume_2595,Full-stack Developer.txt,0.505,0.128,0.356,0.293,0.749
pdf_resume_2597,Full-stack Developer.txt,0.0,0.0,0.0,0.0,0.625
pdf_resume_2598,Full-stack Developer.txt,0.538,0.559,0.521,0.437,0.818
pdf_resume_2599,Full-stack Developer.txt,0.137,0.254,0.058,0.182,0.684
pdf_resume_2600,Full-stack Developer.txt,0.381,0.212,0.373,0.292,0.781
pdf_resume_2616,Full-stack Developer.txt,0.664,0.559,0.669,0.636,0.843
pdf_resume_2622,Full-stack Developer.txt,0.415,0.42,0.553,0.327,0.787
pdf_resume_2623,Full-stack Developer.txt,0.384,0.212,0.384,0.306,0.808
pdf_resume_2625,Full-stack Developer.txt,0.345,0.226,0.35,0.444,0.762
pdf_resume_2627,Full-stack Developer.txt,0.319,0.198,0.326,0.235,0.762
pdf_resume_2637,Full-stack Developer.txt,0.545,0.457,0.543,0.382,0.734
pdf_resume_2638,Full-stack Developer.txt,0.405,0.228,0.287,0.338,0.77
pdf_resume_2639,Full-stack Developer.txt,0.576,0.477,0.558,0.544,0.8
pdf_resume_264,Full-stack Developer.txt,0.36,0.253,0.332,0.339,0.764
pdf_resume_2642,Full-stack Developer.txt,0.439,0.212,0.504,0.29,0.806
pdf_resume_2643,Full-stack Developer.txt,0.0,0.2,0.059,0.065,0.712
pdf_resume_2645,Full-stack Developer.txt,0.566,0.633,0.604,0.499,0.846
pdf_resume_2646,Full-stack Developer.txt,0.392,0.346,0.456,0.371,0.822
pdf_resume_2650,Full-stack Developer.txt,0.234,0.249,0.27,0.342,0.737
pdf_resume_2651,Full-stack Developer.txt,0.0,0.0,0.0,0.0,0.625
pdf_resume_2656,Full-stack Developer.txt,0.384,0.212,0.384,0.306,0.802
pdf_resume_2657,Full-stack Developer.txt,0.39,0.157,0.373,0.293,0.768
pdf_resume_2658,Full-stack Developer.txt,0.517,0.419,0.579,0.494,0.819
pdf_resume_266,Full-stack Developer.txt,0.0,0.0,0.0,0.0,0.706
pdf_resume_2663,Full-stack Developer.txt,0.418,0.315,0.393,0.36,0.778
pdf_resume_2669,Full-stack Developer.txt,0.356,0.322,0.332,0.305,0.765
pdf_resume_267,Full-stack Developer.txt,0.391,0.271,0.453,0.425,0.823
pdf_resume_2670,Full-stack Developer.txt,0.37,0.257,0.41,0.313,0.738
pdf_resume_2673,Full-stack Developer.txt,0.0,0.0,0.0,0.0,0.67
pdf_resume_2675,Full-stack Developer.txt,0.516,0.427,0.436,0.422,0.805
pdf_resume_2678,Full-stack Developer.txt,0.076,0.144,0.086,0.085,0.625
pdf_resume_2680,Full-stack Developer.txt,0.32,0.121,0.31,0.236,0.745
pdf_resume_2683,Full-stack Developer.txt,0.453,0.431,0.356,0.356,0.769
pdf_resume_2687,Full-stack Developer.txt,0.454,0.362,0.448,0.364,0.821
pdf_resume_2690,Full-stack Developer.txt,0.472,0.425,0.394,0.42,0.777
pdf_resume_2692,Full-stack Developer.txt,0.353,0.211,0.347,0.279,0.766
pdf_resume_2695,Full-stack Developer.txt,0.547,0.529,0.599,0.595,0.848
pdf_resume_2696,Full-stack Developer.txt,0.273,0.178,0.253,0.201,0.734
pdf_resume_2697,Full-stack Developer.txt,0.504,0.277,0.492,0.297,0.753
pdf_resume_2701,Full-stack Developer.txt,0.729,0.568,0.656,0.701,0.852
pdf_resume_2702,Full-stack Developer.txt,0.579,0.428,0.568,0.577,0.785
pdf_resume_2704,Full-stack Developer.txt,0.477,0.397,0.468,0.372,0.805
pdf_resume_2705,Full-stack Developer.txt,0.392,0.058,0.251,0.41,0.727
pdf_resume_2706,Full-stack Developer.txt,0.32,0.0,0.31,0.236,0.743
pdf_resume_2707,Full-stack Developer.txt,0.506,0.435,0.417,0.399,0.811
pdf_resume_2709,Full-stack Developer.txt,0.765,0.731,0.778,0.685,0.892
pdf_resume_2713,Full-stack Developer.txt,0.293,0.218,0.333,0.267,0.766
pdf_resume_2716,Full-stack Developer.txt,0.473,0.532,0.411,0.567,0.809
pdf_resume_272,Full-stack Developer.txt,0.609,0.608,0.625,0.456,0.855
